,ID2,ID8,ID14,ID20,ID26,ID32,ID38,ID44,ID50,ID56,ID62,ID68,ID74,ID80,ID86,ID92,ID98,ID104,ID110,ID116
ENSMUSG00000108500,0,1.386294361,0,0,0,2.63905733,2.397895273,0,0,0,0.693147181,0,0,0,1.609437912,0,0,1.386294361,0,0
ENSMUSG00000108507,0,0,2.48490665,0,0,0,0,0,0,2.63905733,0,0,0,2.890371758,0.693147181,0,0,0,0,2.397895273
ENSMUSG00000108513,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,2.833213344,0,0
ENSMUSG00000108521,1.945910149,4.060443011,0.693147181,0,3.258096538,3.583518938,2.772588722,2.302585093,0,0,2.833213344,0.693147181,2.772588722,3.784189634,2.890371758,3.583518938,0,3.784189634,0.693147181,2.833213344
ENSMUSG00000108522,0,2.302585093,0,0,2.302585093,2.397895273,0,0,0,0,0,0,3.218875825,0,0,0,0,0,0,0
ENSMUSG00000108526,2.995732274,2.63905733,3.465735903,3.17805383,3.218875825,3.295836866,3.583518938,3.33220451,0,2.772588722,3.401197382,3.044522438,1.386294361,1.386294361,2.772588722,3.218875825,2.772588722,2.079441542,2.079441542,0
ENSMUSG00000108532,2.197224577,2.48490665,0,2.890371758,0,0,2.397895273,0,0,0,0,0,0,3.433987204,1.098612289,2.772588722,0,0,0,0
ENSMUSG00000108542,0,0,1.098612289,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,0,0.693147181,0,0
ENSMUSG00000108551,0,1.791759469,0,0.693147181,0,0,0,1.791759469,0,0,0,0,0,3.044522438,1.609437912,3.17805383,0,0,0,1.945910149
ENSMUSG00000108557,0,0,0,0.693147181,1.945910149,0,0,2.564949357,0,0.693147181,0,0,0,0,0.693147181,0.693147181,0.693147181,0.693147181,0,0
ENSMUSG00000108560,0,0,0,0,1.098612289,0,2.302585093,0,1.098612289,3.218875825,2.302585093,0,0,2.772588722,0.693147181,0.693147181,0,2.995732274,0,0.693147181
ENSMUSG00000108572,2.772588722,0,0,0,0,0,0,0,0,0,2.302585093,3.526360525,0,0,1.386294361,0.693147181,0,0,0,1.791759469
ENSMUSG00000108584,0,0,0,2.302585093,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0
ENSMUSG00000108591,3.850147602,2.48490665,3.63758616,1.791759469,3.401197382,2.197224577,3.091042453,0,1.386294361,2.397895273,3.663561646,2.197224577,0.693147181,3.044522438,2.833213344,2.079441542,3.17805383,3.555348061,2.833213344,1.791759469
ENSMUSG00000108594,0,0,2.564949357,2.079441542,1.609437912,0,2.302585093,0,0,0,3.526360525,2.708050201,0,0,2.197224577,2.890371758,0,3.258096538,0,2.397895273
ENSMUSG00000108597,3.091042453,3.091042453,2.708050201,2.772588722,3.258096538,3.401197382,1.945910149,0,3.713572067,0,2.833213344,0,3.583518938,1.609437912,3.218875825,3.737669618,2.079441542,1.386294361,2.944438979,0
ENSMUSG00000108599,0,0,0,1.945910149,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564949357,0,0
ENSMUSG00000108601,0.693147181,0,3.36729583,2.63905733,3.36729583,0,2.772588722,2.63905733,0,0,0,0,2.302585093,0,1.098612289,0,2.197224577,1.791759469,0,1.609437912
